ENSG00000000457,6
ENSG00000000460,7
ENSG00000002726,35
ENSG00000004139,35
ENSG00000004897,35
ENSG00000002746,6
ENSG00000004399,10
ENSG00000004809,32
ENSG00000004455,7
ENSG00000005206,32
ENSG00000004766,6
ENSG00000005243,22
ENSG00000005075,8
ENSG00000004975,6
ENSG00000005844,10
ENSG00000006638,28
ENSG00000006756,26
ENSG00000007047,10
ENSG00000005884,7
ENSG00000005339,13
ENSG00000007541,24
ENSG00000006071,9
ENSG00000006468,13
ENSG00000007174,18
ENSG00000008128,34
ENSG00000008710,28
ENSG00000006611,16
ENSG00000008838,25
ENSG00000010438,35
ENSG00000006704,6
ENSG00000006788,17
ENSG00000007516,7
ENSG00000008382,13
ENSG00000006432,6
ENSG00000007062,8
ENSG00000007202,13
ENSG00000011451,8
ENSG00000018280,7
ENSG00000018607,35
ENSG00000010310,12
ENSG00000022567,6
ENSG00000007314,6
ENSG00000010322,6
ENSG00000028310,13
ENSG00000008196,6
ENSG00000010818,6
ENSG00000013573,33
ENSG00000008300,6
ENSG00000029363,35
ENSG00000010361,7
ENSG00000011523,13
ENSG00000014164,12
ENSG00000034063,18
ENSG00000010292,7
ENSG00000015592,34
ENSG00000034152,35
ENSG00000010327,10
ENSG00000008869,11
ENSG00000013288,6
ENSG00000008735,8
ENSG00000041802,31
ENSG00000013374,18
ENSG00000042304,11
ENSG00000010610,16
ENSG00000021826,31
ENSG00000044090,35
ENSG00000047410,12
ENSG00000048707,6
ENSG00000013725,16
ENSG00000026036,9
ENSG00000055609,35
ENSG00000021762,15
ENSG00000058453,22
ENSG00000015568,10
ENSG00000059122,24
ENSG00000025770,14
ENSG00000022556,7
ENSG00000060069,26
ENSG00000012048,10
ENSG00000028137,15
ENSG00000025796,23
ENSG00000035720,15
ENSG00000060491,18
ENSG00000013810,7
ENSG00000062822,34
ENSG00000026297,19
ENSG00000064932,17
ENSG00000039139,9
ENSG00000048052,13
ENSG00000065000,27
ENSG00000049246,19
ENSG00000065325,22
ENSG00000032444,24
ENSG00000065361,10
ENSG00000029534,8
ENSG00000033011,15
ENSG00000051341,6
ENSG00000065485,30
ENSG00000065526,9
ENSG00000035141,19
ENSG00000053747,7
ENSG00000067057,15
ENSG00000046889,21
ENSG00000068793,22
ENSG00000027644,7
ENSG00000035681,16
ENSG00000069188,24
ENSG00000048471,10
ENSG00000037757,7
ENSG00000036448,24
ENSG00000069696,20
ENSG00000023171,7
ENSG00000036565,6
ENSG00000037280,20
ENSG00000070366,27
ENSG00000049618,12
ENSG00000038382,10
ENSG00000071626,25
ENSG00000050555,11
ENSG00000072274,15
ENSG00000051382,7
ENSG00000038532,6
ENSG00000072682,27
ENSG00000033122,9
ENSG00000044524,7
ENSG00000064225,27
ENSG00000074071,34
ENSG00000054654,12
ENSG00000027847,6
ENSG00000047578,6
ENSG00000064687,17
ENSG00000033178,9
ENSG00000047662,21
ENSG00000042832,15
ENSG00000048828,20
ENSG00000075856,35
ENSG00000049089,10
ENSG00000077063,8
ENSG00000048140,6
ENSG00000077800,35
ENSG00000065534,28
ENSG00000051825,14
ENSG00000066427,17
ENSG00000064489,20
ENSG00000066923,23
ENSG00000081842,35
ENSG00000055950,14
ENSG00000067365,32
ENSG00000081853,18
ENSG00000065268,30
ENSG00000054179,20
ENSG00000042781,7
ENSG00000082293,31
ENSG00000058335,10
ENSG00000055957,10
ENSG00000060709,8
ENSG00000070047,12
ENSG00000084234,6
ENSG00000038295,9
ENSG00000059377,7
ENSG00000047346,6
ENSG00000050767,6
ENSG00000061936,6
ENSG00000070061,8
ENSG00000084674,18
ENSG00000066827,14
ENSG00000063854,17
ENSG00000085185,7
ENSG00000064201,28
ENSG00000070182,8
ENSG00000086205,17
ENSG00000049323,8
ENSG00000047932,9
ENSG00000054267,9
ENSG00000070444,8
ENSG00000068724,19
ENSG00000088205,24
ENSG00000071894,22
ENSG00000065427,6
ENSG00000072657,24
ENSG00000089195,7
ENSG00000064961,10
ENSG00000057252,6
ENSG00000069431,6
ENSG00000060558,14
ENSG00000073146,16
ENSG00000059145,7
ENSG00000090615,7
ENSG00000047936,8
ENSG00000073578,25
ENSG00000090920,34
ENSG00000063438,14
ENSG00000073670,7
ENSG00000091106,21
ENSG00000061273,10
ENSG00000066294,15
ENSG00000066735,9
ENSG00000091536,7
ENSG00000092096,13
ENSG00000067596,10
ENSG00000074276,25
ENSG00000092199,21
ENSG00000068024,8
ENSG00000092529,6
ENSG00000065618,7
ENSG00000068078,9
ENSG00000092758,28
ENSG00000070756,26
ENSG00000078674,32
ENSG00000092853,6
ENSG00000060718,8
ENSG00000068028,7
ENSG00000070601,6
ENSG00000068831,6
ENSG00000095066,33
ENSG00000073169,6
ENSG00000079337,10
ENSG00000095203,29
ENSG00000069764,8
ENSG00000073282,8
ENSG00000067829,12
ENSG00000070731,25
ENSG00000064205,6
ENSG00000070748,8
ENSG00000070413,13
ENSG00000079432,9
ENSG00000095917,20
ENSG00000070190,7
ENSG00000066455,10
ENSG00000064270,11
ENSG00000095951,7
ENSG00000066629,10
ENSG00000096696,7
ENSG00000074582,20
ENSG00000081248,17
ENSG00000099821,31
ENSG00000074855,21
ENSG00000075043,10
ENSG00000081818,16
ENSG00000099840,13
ENSG00000072195,9
ENSG00000067048,6
ENSG00000099866,35
ENSG00000071564,7
ENSG00000075914,13
ENSG00000066230,6
ENSG00000072210,6
ENSG00000099910,33
ENSG00000072518,26
ENSG00000099949,35
ENSG00000076356,7
ENSG00000072163,15
ENSG00000063244,7
ENSG00000099954,6
ENSG00000083067,12
ENSG00000100023,8
ENSG00000072818,14
ENSG00000085465,25
ENSG00000072840,24
ENSG00000085871,18
ENSG00000100239,22
ENSG00000079616,6
ENSG00000100311,30
ENSG00000088836,8
ENSG00000100344,15
ENSG00000100345,11
ENSG00000079263,10
ENSG00000072182,6
ENSG00000100376,25
ENSG00000079308,22
ENSG00000100427,20
ENSG00000080031,8
ENSG00000089177,8
ENSG00000100441,35
ENSG00000075213,7
ENSG00000100445,34
ENSG00000075461,24
ENSG00000089356,23
ENSG00000090006,9
ENSG00000100842,12
ENSG00000075886,8
ENSG00000076944,11
ENSG00000072858,7
ENSG00000090372,34
ENSG00000077235,7
ENSG00000068097,6
ENSG00000077380,7
ENSG00000073067,6
ENSG00000085365,17
ENSG00000090520,12
ENSG00000083457,8
ENSG00000085721,15
ENSG00000090530,26
ENSG00000101004,11
ENSG00000083799,7
ENSG00000077809,6
ENSG00000084093,11
ENSG00000067836,6
ENSG00000101276,26
ENSG00000086288,17
ENSG00000074211,10
ENSG00000086504,8
ENSG00000101307,20
ENSG00000086289,17
ENSG00000086570,9
ENSG00000092054,8
ENSG00000101311,15
ENSG00000087301,6
ENSG00000072778,8
ENSG00000101353,31
ENSG00000075275,13
ENSG00000101361,27
ENSG00000074370,7
ENSG00000101445,15
ENSG00000089159,6
ENSG00000083312,9
ENSG00000087470,6
ENSG00000102699,18
ENSG00000080511,6
ENSG00000087586,22
ENSG00000080573,11
ENSG00000075292,11
ENSG00000094963,23
ENSG00000076928,12
ENSG00000102901,13
ENSG00000103024,34
ENSG00000077150,7
ENSG00000085788,8
ENSG00000095596,6
ENSG00000103994,8
ENSG00000104059,35
ENSG00000088256,15
ENSG00000090674,22
ENSG00000099817,13
ENSG00000075413,12
ENSG00000104643,23
ENSG00000075399,14
ENSG00000093000,9
ENSG00000088179,18
ENSG00000104714,35
ENSG00000088298,11
ENSG00000078328,11
ENSG00000099901,9
ENSG00000104827,6
ENSG00000080200,8
ENSG00000099904,27
ENSG00000104972,34
ENSG00000076826,8
ENSG00000092051,7
ENSG00000105146,27
ENSG00000076924,6
ENSG00000087157,7
ENSG00000081052,7
ENSG00000090971,9
ENSG00000105428,19
ENSG00000081479,12
ENSG00000099991,27
ENSG00000076984,6
ENSG00000099994,27
ENSG00000105486,29
ENSG00000099822,16
ENSG00000100014,7
ENSG00000105499,28
ENSG00000099834,14
ENSG00000100154,9
ENSG00000105538,20
ENSG00000089847,9
ENSG00000075391,6
ENSG00000105556,24
ENSG00000092929,6
ENSG00000105609,30
ENSG00000093134,14
ENSG00000100285,7
ENSG00000079313,7
ENSG00000105613,33
ENSG00000092445,10
ENSG00000105639,15
ENSG00000084070,8
ENSG00000080824,17
ENSG00000105808,12
ENSG00000091490,19
ENSG00000090857,6
ENSG00000105877,29
ENSG00000091592,10
ENSG00000077044,6
ENSG00000100079,19
ENSG00000096968,18
ENSG00000100393,11
ENSG00000106009,9
ENSG00000100101,6
ENSG00000099250,19
ENSG00000106078,10
ENSG00000100031,9
ENSG00000080603,8
ENSG00000099769,11
ENSG00000100241,17
ENSG00000100258,11
ENSG00000095777,17
ENSG00000106714,35
ENSG00000100726,16
ENSG00000100253,13
ENSG00000106948,8
ENSG00000087884,12
ENSG00000099864,29
ENSG00000100888,8
ENSG00000107104,13
ENSG00000100422,20
ENSG00000100298,24
ENSG00000095319,8
ENSG00000088247,6
ENSG00000099899,8
ENSG00000107164,7
ENSG00000096433,6
ENSG00000101204,7
ENSG00000101236,8
ENSG00000101246,8
ENSG00000108292,15
ENSG00000099814,9
ENSG00000108395,32
ENSG00000099957,6
ENSG00000108417,23
ENSG00000083828,6
ENSG00000100890,6
ENSG00000108465,20
ENSG00000101096,8
ENSG00000108469,35
ENSG00000084092,7
ENSG00000101162,6
ENSG00000090402,7
ENSG00000084710,6
ENSG00000101605,11
ENSG00000081138,7
ENSG00000101188,27
ENSG00000087995,12
ENSG00000100033,18
ENSG00000101138,21
ENSG00000101986,32
ENSG00000108759,32
ENSG00000101203,7
ENSG00000108852,35
ENSG00000100288,10
ENSG00000102076,10
ENSG00000109061,7
ENSG00000109072,35
ENSG00000087237,9
ENSG00000099917,8
ENSG00000102891,32
ENSG00000087303,20
ENSG00000109265,15
ENSG00000109536,35
ENSG00000110057,32
ENSG00000100065,7
ENSG00000110455,15
ENSG00000103227,28
ENSG00000110841,31
ENSG00000095539,14
ENSG00000102317,9
ENSG00000103248,7
ENSG00000083642,7
ENSG00000110876,19
ENSG00000088038,6
ENSG00000103449,6
ENSG00000100342,24
ENSG00000102755,8
ENSG00000104044,6
ENSG00000111215,10
ENSG00000102904,12
ENSG00000088854,10
ENSG00000099715,14
ENSG00000103034,6
ENSG00000104812,6
ENSG00000086758,6
ENSG00000111642,7
ENSG00000091136,13
ENSG00000104881,6
ENSG00000101150,23
ENSG00000103222,27
ENSG00000104951,17
ENSG00000092421,6
ENSG00000103249,11
ENSG00000103269,8
ENSG00000104974,11
ENSG00000112494,14
ENSG00000103723,6
ENSG00000105251,17
ENSG00000091140,11
ENSG00000112530,17
ENSG00000105278,6
ENSG00000112584,6
ENSG00000105287,34
ENSG00000112679,26
ENSG00000112769,34
ENSG00000112787,33
ENSG00000112877,29
ENSG00000101680,15
ENSG00000113249,25
ENSG00000113504,12
ENSG00000105426,33
ENSG00000113716,35
ENSG00000104897,7
ENSG00000113758,34
ENSG00000104899,6
ENSG00000091262,7
ENSG00000092036,7
ENSG00000099290,9
ENSG00000104885,15
