,GENE,GENE_ID
6410,AC002553.4RP11-1094M14.14,ENSG00000233979ENSG00000267625
6411,RNU6-314PCCL5,ENSG00000252383ENSG00000161570
6412,TRPV2CCL5,ENSG00000187688ENSG00000161570
6413,AC093484.4AC015849.2,ENSG00000239203ENSG00000237805
6414,TRPV2MRM1,ENSG00000187688ENSG00000129282
6418,TOM1L2LHX1,ENSG00000175662ENSG00000132130
6419,TOM1L2RP11-445F12.1,ENSG00000175662ENSG00000255509
6426,LRRC48LHX1,ENSG00000171962ENSG00000132130
6427,Y_RNARP11-445F12.2,ENSG00000201378ENSG00000272191
6428,LRRC48TADA2A,ENSG00000171962ENSG00000108264
6436,ATPAF2TADA2A,ENSG00000171953ENSG00000108264
6440,LRRC48DDX52,ENSG00000171962ENSG00000141141
6441,AC087163.2DDX52,ENSG00000232344ENSG00000141141
6447,LRRC48RP11-697E22.2,ENSG00000171962ENSG00000267668
6448,ATPAF2RP11-697E22.2,ENSG00000171953ENSG00000267668
6449,ALKBH5TBC1D3,ENSG00000091542ENSG00000197681
6450,RP11-258F1.1TBC1D3,ENSG00000266677ENSG00000197681
6452,SMCR8TBC1D3,ENSG00000176994ENSG00000197681
6453,RPL7AP65TBC1D3,ENSG00000228000ENSG00000197681
6454,RPL21P121TBC1D3,ENSG00000237382ENSG00000197681
6455,LGALS9CTBC1D3,ENSG00000171916ENSG00000197681
6460,KRT16P4TBC1D3,ENSG00000229526ENSG00000197681
6467,RP11-815I9.3MRPL45,ENSG00000262262ENSG00000174100
6468,TRIM16LGPR179,ENSG00000108448ENSG00000188888
6469,TRIM16LMRPL45,ENSG00000108448ENSG00000174100
6475,PRPSAP2C17orf96,ENSG00000141127ENSG00000179294
6476,PRPSAP2RNA5SP440,ENSG00000141127ENSG00000200115
6478,PRPSAP2PSMB3,ENSG00000141127ENSG00000108294
6479,PRPSAP2RNU6-866P,ENSG00000141127ENSG00000252278
6484,PRPSAP2LASP1,ENSG00000141127ENSG00000002834
6490,PRPSAP2RP1-56K13.3,ENSG00000141127ENSG00000265784
6493,PRPSAP2PLXDC1,ENSG00000141127ENSG00000161381
6497,B9D1PLXDC1,ENSG00000108641ENSG00000161381
6498,RP11-135L13.4PLXDC1,ENSG00000265263ENSG00000161381
6499,MFAP4PLXDC1,ENSG00000166482ENSG00000161381
6500,MAPK7PLXDC1,ENSG00000166484ENSG00000161381
6508,B9D1RP5-906A24.2,ENSG00000108641ENSG00000266101
6509,MAPK7RNU6-233P,ENSG00000166484ENSG00000222777
6510,MAPK7PPP1R1B,ENSG00000166484ENSG00000131771
6511,B9D1PPP1R1B,ENSG00000108641ENSG00000131771
6513,MFAP4PPP1R1B,ENSG00000166482ENSG00000131771
6519,MAPK7MIR4728,ENSG00000166484ENSG00000265178
6520,MAPK7MIEN1,ENSG00000166484ENSG00000141741
6522,MFAP4MIEN1,ENSG00000166482ENSG00000141741
6523,B9D1MIEN1,ENSG00000108641ENSG00000141741
6527,ALDH3A2MIEN1,ENSG00000072210ENSG00000141741
6532,ALDH3A2MIR4728,ENSG00000072210ENSG00000265178
6533,Y_RNAMIEN1,ENSG00000264932ENSG00000141741
6534,ALDH3A2GRB7,ENSG00000072210ENSG00000141738
6535,Y_RNAGRB7,ENSG00000264932ENSG00000141738
6547,SNORA31GRB7,ENSG00000252349ENSG00000141738
6549,ALDH3A2GSDMA,ENSG00000072210ENSG00000167914
6551,ALDH3A2MSL1,ENSG00000072210ENSG00000188895
6572,ALDH3A2CASC3,ENSG00000072210ENSG00000108349
6590,AKAP10KRT28,ENSG00000108599ENSG00000173908
6592,AKAP10KRT12,ENSG00000108599ENSG00000187242
6593,AKAP10RP5-1110E20.1,ENSG00000108599ENSG00000265359
6597,CDRT15L2RP5-1110E20.1,ENSG00000214819ENSG00000265359
6598,ZSWIM5P2KRT20,ENSG00000231258ENSG00000171431
6599,RP11-434D2.12KRT20,ENSG00000264422ENSG00000171431
6600,RNU6-1178PKRTAP4-6,ENSG00000252483ENSG00000198090
6602,RP11-746M1.1KRTAP9-6,ENSG00000263986ENSG00000212659
6603,WSB1KRTAP29-1,ENSG00000109046ENSG00000212658
6604,WSB1KRT33B,ENSG00000109046ENSG00000131738
6605,WSB1KRT34,ENSG00000109046ENSG00000131737
6606,WSB1KRT17,ENSG00000109046ENSG00000128422
6610,WSB1JUP,ENSG00000109046ENSG00000173801
6613,WSB1KRT16,ENSG00000109046ENSG00000186832
6615,WSB1KRT42P,ENSG00000109046ENSG00000214514
6618,MIR4522KRT17,ENSG00000263583ENSG00000128422
6619,NOS2P1KRT17,ENSG00000264216ENSG00000128422
6621,NOS2JUP,ENSG00000007171ENSG00000173801
6622,TLCD1KRT17,ENSG00000160606ENSG00000128422
6623,TLCD1KRT42P,ENSG00000160606ENSG00000214514
6624,SNORD42BKRT17,ENSG00000238423ENSG00000128422
6625,SNORD4BKRT17,ENSG00000238597ENSG00000128422
6626,SNORD4AKRT42P,ENSG00000238578ENSG00000214514
6627,SNORD42AKRT42P,ENSG00000238649ENSG00000214514
6630,AC010761.8KRT17,ENSG00000264577ENSG00000128422
6631,AC010761.14KRT17,ENSG00000267729ENSG00000128422
6632,ERAL1JUP,ENSG00000132591ENSG00000173801
6633,MIR451BKRT17,ENSG00000264066ENSG00000128422
6634,MIR451BKRT42P,ENSG00000264066ENSG00000214514
6635,ERAL1KRT17,ENSG00000132591ENSG00000128422
6637,ERAL1KRT42P,ENSG00000132591ENSG00000214514
6638,FAM222BKRT42P,ENSG00000173065ENSG00000214514
6643,MIR451BJUP,ENSG00000264066ENSG00000173801
6646,CRYBA1KRT17,ENSG00000108255ENSG00000128422
6647,CRYBA1JUP,ENSG00000108255ENSG00000173801
6648,RP11-68I3.7JUP,ENSG00000264647ENSG00000173801
6649,CPDJUP,ENSG00000108582ENSG00000173801
6652,CPDTTC25,ENSG00000108582ENSG00000204815
6653,CPDCNP,ENSG00000108582ENSG00000173786
6657,TEFMCNP,ENSG00000172171ENSG00000173786
6661,OMGCNP,ENSG00000126861ENSG00000173786
6662,OMGTTC25,ENSG00000126861ENSG00000204815
6664,RAB11FIP4CNP,ENSG00000131242ENSG00000173786
6667,RAB11FIP4CTD-2132N18.2,ENSG00000131242ENSG00000267221
6668,RAB11FIP4CTD-2132N18.4,ENSG00000131242ENSG00000270010
6669,RAB11FIP4PTP4A2P1,ENSG00000131242ENSG00000267185
6670,RAB11FIP4PSMC3IP,ENSG00000131242ENSG00000131470
6671,LRRC37BPSMC3IP,ENSG00000185158ENSG00000131470
6675,RHBDL3PSMC3IP,ENSG00000141314ENSG00000131470
6679,RHBDL3FAM134C,ENSG00000141314ENSG00000141699
6681,SPACA3FAM134C,ENSG00000141316ENSG00000141699
6684,SPACA3PSMC3IP,ENSG00000141316ENSG00000131470
6686,RP11-40A13.1PSMC3IP,ENSG00000266535ENSG00000131470
6687,TMEM132EPSMC3IP,ENSG00000181291ENSG00000131470
6688,TMEM132EFAM134C,ENSG00000181291ENSG00000141699
6689,FNDC8PSMC3IP,ENSG00000073598ENSG00000131470
6690,RAD51DFAM134C,ENSG00000185379ENSG00000141699
6691,RAD51DPSMC3IP,ENSG00000185379ENSG00000131470
6698,RAD51DRND2,ENSG00000185379ENSG00000108830
6701,RAD51DSOST,ENSG00000185379ENSG00000167941
6702,RAD51DDUSP3,ENSG00000185379ENSG00000108861
6704,RAD51DC17orf105,ENSG00000185379ENSG00000231256
6709,RAD51DRP5-905N1.2,ENSG00000185379ENSG00000267604
6711,RAD51DCD300LG,ENSG00000185379ENSG00000161649
6712,RAD51L3-RFFLCD300LG,ENSG00000267618ENSG00000161649
6716,RAD51DG6PC3,ENSG00000185379ENSG00000141349
6718,RAD51L3-RFFLG6PC3,ENSG00000267618ENSG00000141349
6719,FNDC8G6PC3,ENSG00000073598ENSG00000141349
6720,NLE1G6PC3,ENSG00000073536ENSG00000141349
6724,SLFN11G6PC3,ENSG00000172716ENSG00000141349
6732,RP11-686D22.6TMUB2,ENSG00000267315ENSG00000168591
6733,SLFN11TMUB2,ENSG00000172716ENSG00000168591
6734,SLFN11ATXN7L3,ENSG00000172716ENSG00000087152
6735,SLFN12LTMUB2,ENSG00000205045ENSG00000168591
6736,SLFN12LATXN7L3,ENSG00000205045ENSG00000087152
6738,RP11-1094M14.9ATXN7L3,ENSG00000267046ENSG00000087152
6739,AC015849.14ATXN7L3,ENSG00000267326ENSG00000087152
6740,PIP4K2BATXN7L3,ENSG00000141720ENSG00000087152
6741,PIP4K2BTMUB2,ENSG00000141720ENSG00000168591
6746,CWC25TMUB2,ENSG00000108296ENSG00000168591
6748,CWC25ATXN7L3,ENSG00000108296ENSG00000087152
6757,CWC25SLC4A1,ENSG00000108296ENSG00000004939
6758,CWC25AC003102.1,ENSG00000108296ENSG00000214921
6760,CWC25AC003043.1,ENSG00000108296ENSG00000268413
6761,CWC25SLC25A39,ENSG00000108296ENSG00000013306
6762,RPL23SLC25A39,ENSG00000125691ENSG00000013306
6763,SNORA21SLC25A39,ENSG00000199293ENSG00000013306
6769,SNORA21SLC25A39,ENSG00000252699ENSG00000013306
6775,ARL5CSLC25A39,ENSG00000141748ENSG00000013306
6778,ARL5CRPL7L1P5,ENSG00000141748ENSG00000267634
6779,ARL5CDBF4B,ENSG00000141748ENSG00000161692
6781,SNORD124DBF4B,ENSG00000238793ENSG00000161692
6783,NR1D1HEXIM1,ENSG00000126368ENSG00000186834
6784,NR1D1AC002117.1,ENSG00000126368ENSG00000224505
6785,Y_RNAAC002117.1,ENSG00000222881ENSG00000224505
6786,IGFBP4RN7SL730P,ENSG00000141753ENSG00000264225
6787,RP11-58O9.1KANSL1,ENSG00000240125ENSG00000120071
6788,IGFBP4KANSL1,ENSG00000141753ENSG00000120071
6790,IGFBP4RP11-669E14.6,ENSG00000141753ENSG00000262372
6791,KRT26KANSL1,ENSG00000186393ENSG00000120071
6792,KRTAP1-5KANSL1,ENSG00000221852ENSG00000120071
6793,KRT31KANSL1,ENSG00000094796ENSG00000120071
6794,KRT35KANSL1,ENSG00000197079ENSG00000120071
6800,KRT19KANSL1,ENSG00000171345ENSG00000120071
6801,KRT19GOSR2,ENSG00000171345ENSG00000108433
6802,KRT19RNU6ATAC3P,ENSG00000171345ENSG00000210709
6807,KRT9GOSR2,ENSG00000171403ENSG00000108433
6809,NKIRAS2RP11-156P1.2,ENSG00000168256ENSG00000262633
6810,NKIRAS2RP11-63A1.1,ENSG00000168256ENSG00000261886
6811,NKIRAS2GOSR2,ENSG00000168256ENSG00000108433
6822,KCNH4GOSR2,ENSG00000089558ENSG00000108433
6823,RP11-358B23.1KPNB1,ENSG00000267658ENSG00000108424
6824,KCNH4KPNB1,ENSG00000089558ENSG00000108424
6827,STAT5BRP11-138C9.1,ENSG00000173757ENSG00000264558
6828,STAT5BKPNB1,ENSG00000173757ENSG00000108424
6840,STAT3KPNB1,ENSG00000168610ENSG00000108424
6843,STAT3SP2,ENSG00000168610ENSG00000167182
6844,STAT3AC003665.1,ENSG00000168610ENSG00000234494
6847,STAT3RP11-6N17.4,ENSG00000168610ENSG00000264920
6848,MIR5010RP11-6N17.4,ENSG00000265611ENSG00000264920
6849,RP11-400F19.18RP11-6N17.4,ENSG00000267632ENSG00000264920
6850,HSD17B1AC003665.1,ENSG00000108786ENSG00000234494
6851,HSD17B1SP2,ENSG00000108786ENSG00000167182
6854,RP11-400F19.6AC003665.1,ENSG00000266962ENSG00000234494
6856,RAMP2SP2,ENSG00000131477ENSG00000167182
6857,RAMP2-AS1AC003665.1,ENSG00000197291ENSG00000234494
6858,RAMP2AC003665.1,ENSG00000131477ENSG00000234494
6860,RAMP2RP11-6N17.3,ENSG00000131477ENSG00000266601
6866,RAMP2-AS1RP11-6N17.3,ENSG00000197291ENSG00000266601
6868,VPS25PNPO,ENSG00000131475ENSG00000108439
6869,VPS25AC003665.1,ENSG00000131475ENSG00000234494
6875,VPS25RP11-6N17.6,ENSG00000131475ENSG00000264019
6880,BECN1PNPO,ENSG00000126581ENSG00000108439
6882,BECN1AC003665.1,ENSG00000126581ENSG00000234494
6884,BECN1HOXB4,ENSG00000126581ENSG00000182742
6885,BECN1MIR10A,ENSG00000126581ENSG00000257178
6887,BECN1ATP5G1,ENSG00000126581ENSG00000159199
6893,BECN1SUMO2P17,ENSG00000126581ENSG00000248278
6898,BECN1RNU1-42P,ENSG00000126581ENSG00000200903
6899,BECN1IGF2BP1,ENSG00000126581ENSG00000159217
6903,BECN1RP11-501C14.7,ENSG00000126581ENSG00000251550
6905,BECN1RNU6-826P,ENSG00000126581ENSG00000252636
6906,BECN1SPOP,ENSG00000126581ENSG00000121067
6925,BECN1TAC4,ENSG00000126581ENSG00000176358
6928,BECN1RP11-304F15.3,ENSG00000126581ENSG00000204584
6933,G6PCTAC4,ENSG00000131482ENSG00000176358
6934,G6PCPDK2,ENSG00000131482ENSG00000005882
6935,G6PCSAMD14,ENSG00000131482ENSG00000167100
6937,NBR1PDK2,ENSG00000188554ENSG00000005882
6945,NBR1SAMD14,ENSG00000188554ENSG00000167100
6962,NBR1XYLT2,ENSG00000188554ENSG00000015532
6963,TMEM106AXYLT2,ENSG00000184988ENSG00000015532
6967,LINC00854XYLT2,ENSG00000236383ENSG00000015532
6969,TMEM106ARSAD1,ENSG00000184988ENSG00000136444
6970,NBR1RSAD1,ENSG00000188554ENSG00000136444
6974,NBR1CACNA1G-AS1,ENSG00000188554ENSG00000250107
6975,NBR1WFIKKN2,ENSG00000188554ENSG00000173714
6976,TMEM106AWFIKKN2,ENSG00000184988ENSG00000173714
6977,TMEM106ARP11-506D12.5,ENSG00000184988ENSG00000261976
6978,MEOX1WFIKKN2,ENSG00000005102ENSG00000173714
6980,MEOX1RP11-506D12.5,ENSG00000005102ENSG00000261976
6984,MEOX1MBTD1,ENSG00000005102ENSG00000011258
6986,MPP3MBTD1,ENSG00000161647ENSG00000011258
6990,MPP3KIF2B,ENSG00000161647ENSG00000141200
6991,NAGSRP11-515E23.1,ENSG00000161653ENSG00000261873
6992,PYYRP11-515E23.1,ENSG00000131096ENSG00000261873
6993,NAGSDGKE,ENSG00000161653ENSG00000153933
6994,NAGSC17orf67,ENSG00000161653ENSG00000214226
6995,TMEM101C17orf67,ENSG00000091947ENSG00000214226
6997,PYYDGKE,ENSG00000131096ENSG00000153933
6999,TMEM101DGKE,ENSG00000091947ENSG00000153933
7000,TMEM101AKAP1,ENSG00000091947ENSG00000121057
7001,NAGSAKAP1,ENSG00000161653ENSG00000121057
7003,RP11-546M21.6AKAP1,ENSG00000267638ENSG00000121057
7004,UBTFAKAP1,ENSG00000108312ENSG00000121057
7008,UBTFMSI2,ENSG00000108312ENSG00000153944
7016,CTB-175E5.7HSF5,ENSG00000267394ENSG00000176160
7017,UBTFHSF5,ENSG00000108312ENSG00000176160
7018,UBTFSKA2,ENSG00000108312ENSG00000182628
7019,UBTFMIR301A,ENSG00000108312ENSG00000207996
7029,CTB-175E5.7YPEL2,ENSG00000267394ENSG00000175155
7030,AC003102.3YPEL2,ENSG00000267750ENSG00000175155
7033,AC003102.3VMP1,ENSG00000267750ENSG00000062716
7034,GRNVMP1,ENSG00000030582ENSG00000062716
7045,GRNMIR21,ENSG00000030582ENSG00000199004
7055,AC015936.3VMP1,ENSG00000224911ENSG00000062716
7056,NMT1C17orf64,ENSG00000136448ENSG00000141371
7058,NMT1C17orf82,ENSG00000136448ENSG00000187013
7059,NMT1TBX4,ENSG00000136448ENSG00000121075
7063,HEXIM2TBX4,ENSG00000168517ENSG00000121075
7066,HEXIM2RN7SL800P,ENSG00000168517ENSG00000242398
7067,RP13-890H12.2RP11-269G24.2,ENSG00000267288ENSG00000263501
7068,RP13-890H12.2AC037445.1,ENSG00000267288ENSG00000233635
7069,HEXIM2STRADA,ENSG00000168517ENSG00000266173
7070,HEXIM2LIMD2,ENSG00000168517ENSG00000136490
7072,HEXIM2MAP3K3,ENSG00000168517ENSG00000198909
7073,MAP3K14MAP3K3,ENSG00000006062ENSG00000198909
7074,MAP3K14STRADA,ENSG00000006062ENSG00000266173
7078,RP11-105N13.4MAP3K3,ENSG00000263715ENSG00000198909
7079,RP11-105N13.4LIMD2,ENSG00000263715ENSG00000136490
7080,STHLIMD2,ENSG00000256762ENSG00000136490
7081,RPS7P11LIMD2,ENSG00000213326ENSG00000136490
7082,MYL4LIMD2,ENSG00000198336ENSG00000136490
7084,snoU13LIMD2,ENSG00000252088ENSG00000136490
7085,MYL4MAP3K3,ENSG00000198336ENSG00000198909
7087,MYL4STRADA,ENSG00000198336ENSG00000266173
7089,MYL4RP11-51F16.8,ENSG00000198336ENSG00000125695
7093,ITGB3STRADA,ENSG00000259207ENSG00000266173
7094,ITGB3LIMD2,ENSG00000259207ENSG00000136490
7095,ITGB3MAP3K3,ENSG00000259753ENSG00000198909
7097,ITGB3PSMC5,ENSG00000259207ENSG00000087191
7098,EFCAB13PSMC5,ENSG00000178852ENSG00000087191
7099,ITGB3DDX42,ENSG00000259207ENSG00000198231
7100,EFCAB13FTSJ3,ENSG00000178852ENSG00000108592
7101,EFCAB13DDX42,ENSG00000178852ENSG00000198231
7106,ITGB3PSMC5,ENSG00000259753ENSG00000087191
7115,ITGB3FTSJ3,ENSG00000259753ENSG00000108592
7116,OSBPL7PSMC5,ENSG00000006025ENSG00000087191
7117,OSBPL7FTSJ3,ENSG00000006025ENSG00000108592
7119,OSBPL7DDX42,ENSG00000006025ENSG00000198231
7134,SCRN2FTSJ3,ENSG00000141295ENSG00000108592
7135,SCRN2PSMC5,ENSG00000141295ENSG00000087191
7138,SCRN2SMARCD2,ENSG00000141295ENSG00000108604
7146,SCRN2RN7SL805P,ENSG00000141295ENSG00000264756
7147,NFE2L1SMARCD2,ENSG00000082641ENSG00000108604
7150,NFE2L1CSH2,ENSG00000082641ENSG00000213218
7156,NFE2L1CSH1,ENSG00000082641ENSG00000136488
7159,RP5-890E16.4CSH1,ENSG00000266341ENSG00000136488
7161,NFE2L1RP11-630H24.4,ENSG00000082641ENSG00000259333
7162,NFE2L1CEP95,ENSG00000082641ENSG00000258890
7163,SKAP1CEP95,ENSG00000141293ENSG00000258890
7164,RNU6-1152PCEP95,ENSG00000207306ENSG00000258890
7167,RP11-456D7.1CEP95,ENSG00000263787ENSG00000258890
7170,HOXB1CEP95,ENSG00000120094ENSG00000258890
7172,HOXB2CEP95,ENSG00000173917ENSG00000258890
7176,HOXB8CEP95,ENSG00000120068ENSG00000258890
7179,HOXB8AC009994.2,ENSG00000120068ENSG00000266566
7180,HOXB13CEP95,ENSG00000159184ENSG00000258890
7181,PRAC2CEP95,ENSG00000229637ENSG00000258890
7183,CTD-2377D24.4CEP95,ENSG00000242407ENSG00000258890
7184,MIR3185CEP95,ENSG00000263602ENSG00000258890
7185,TTLL6CEP95,ENSG00000170703ENSG00000258890
7189,TTLL6AC009994.2,ENSG00000170703ENSG00000266566
7190,CALCOCO2CEP95,ENSG00000136436ENSG00000258890
7197,CALCOCO2RP11-927P21.1,ENSG00000136436ENSG00000265218
7198,CALCOCO2RP11-927P21.2,ENSG00000136436ENSG00000266644
7201,CALCOCO2RP11-927P21.9,ENSG00000136436ENSG00000272220
7202,CALCOCO2SNORA38B,ENSG00000136436ENSG00000200394
7204,CALCOCO2RP11-118B18.1,ENSG00000136436ENSG00000267659
7206,CALCOCO2RP11-661C3.2,ENSG00000136436ENSG00000265010
7207,CALCOCO2CDC42EP4,ENSG00000136436ENSG00000179604
7213,CALCOCO2CD300C,ENSG00000136436ENSG00000167850
7214,UBE2ZAC079325.5,ENSG00000159202ENSG00000236770
7215,UBE2ZNAT9,ENSG00000159202ENSG00000109065
7221,ABI3NAT9,ENSG00000108798ENSG00000109065
7222,PHOSPHO1NAT9,ENSG00000173868ENSG00000109065
7240,NGFRNAT9,ENSG00000064300ENSG00000109065
7243,RP5-1029K10.2NAT9,ENSG00000249906ENSG00000109065
7244,NGFRARMC7,ENSG00000064300ENSG00000125449
7245,NGFRNT5C,ENSG00000064300ENSG00000125458
7246,NGFRHN1,ENSG00000064300ENSG00000189159
7247,RP5-1029K10.2HN1,ENSG00000249906ENSG00000189159
7248,COL1A1HN1,ENSG00000108821ENSG00000189159
7252,COL1A1NT5C,ENSG00000108821ENSG00000125458
7258,COL1A1ARMC7,ENSG00000108821ENSG00000125449
7278,COL1A1Y_RNA,ENSG00000108821ENSG00000252042
7279,COL1A1RP11-649A18.4,ENSG00000108821ENSG00000263786
7281,RP11-94C24.6HN1,ENSG00000249451ENSG00000189159
7282,EPN3HN1,ENSG00000049283ENSG00000189159
7283,EPN3NUP85,ENSG00000049283ENSG00000125450
7297,ABCC3NUP85,ENSG00000108846ENSG00000125450
7303,TOB1NUP85,ENSG00000141232ENSG00000125450
7304,TOB1-AS1NUP85,ENSG00000229980ENSG00000125450
7309,RP11-481C4.1NUP85,ENSG00000249870ENSG00000125450
7310,UTP18NUP85,ENSG00000011260ENSG00000125450
7313,HLFNUP85,ENSG00000108924ENSG00000125450
7315,HLFGALK1,ENSG00000108924ENSG00000108479
7322,RP11-515O17.3GALK1,ENSG00000262079ENSG00000108479
7323,PCTPGALK1,ENSG00000141179ENSG00000108479
7336,RP11-670E13.5GALK1,ENSG00000262112ENSG00000108479
7337,MIR3614GALK1,ENSG00000265238ENSG00000108479
7338,MRPS23GALK1,ENSG00000181610ENSG00000108479
7340,MRPS23TRIM47,ENSG00000181610ENSG00000132481
7342,RP11-159D12.2RP11-552F3.9,ENSG00000264112ENSG00000267801
7343,RP11-159D12.5TRIM47,ENSG00000266086ENSG00000132481
7344,VEZF1TRIM47,ENSG00000136451ENSG00000132481
7345,RP11-159D12.2TRIM47,ENSG00000264112ENSG00000132481
7349,C17orf47TRIM47,ENSG00000181013ENSG00000132481
7350,PPM1ERP11-552F3.9,ENSG00000175175ENSG00000267801
7351,PPM1ETRIM47,ENSG00000175175ENSG00000132481
7352,AC099850.1TRIM47,ENSG00000224738ENSG00000132481
7353,PTRH2TRIM47,ENSG00000141378ENSG00000132481
7354,AC005702.2TRIM47,ENSG00000263820ENSG00000132481
7355,AC005702.1TRIM47,ENSG00000263422ENSG00000132481
7356,AC005702.3TRIM47,ENSG00000265638ENSG00000132481
7357,AC005702.4TRIM47,ENSG00000266701ENSG00000132481
7358,MIR4737RP11-552F3.9,ENSG00000264049ENSG00000267801
7363,MIR4737TRIM47,ENSG00000264049ENSG00000132481
7364,CA4MRPL38,ENSG00000167434ENSG00000204316
7368,PPM1DMRPL38,ENSG00000170836ENSG00000204316
7371,BCAS3MRPL38,ENSG00000141376ENSG00000204316
7382,BCAS3CDK3,ENSG00000141376ENSG00000250506
7384,BCAS3TEN1-CDK3,ENSG00000141376ENSG00000261408
7390,BCAS3EXOC7,ENSG00000141376ENSG00000182473
7397,INTS2EXOC7,ENSG00000108506ENSG00000182473
7400,TLK2EXOC7,ENSG00000146872ENSG00000182473
7418,TLK2RNF157,ENSG00000146872ENSG00000141576
7420,TLK2RNF157-AS1,ENSG00000146872ENSG00000267128
7428,TLK2RP11-794C22.2,ENSG00000146872ENSG00000267518
7429,TLK2SNHG16,ENSG00000146872ENSG00000163597
7433,MRC2SNHG16,ENSG00000011028ENSG00000163597
7441,MRC2SEC14L1,ENSG00000011028ENSG00000129657
7445,MARCH10SEC14L1,ENSG00000173838ENSG00000129657
7448,RP11-156L14.1SEC14L1,ENSG00000265702ENSG00000129657
7457,MARCH10C17orf99,ENSG00000173838ENSG00000187997
7458,RP11-156L14.1C17orf99,ENSG00000265702ENSG00000187997
7460,MARCH10SYNGR2,ENSG00000173838ENSG00000108639
7465,ACEC17orf99,ENSG00000264813ENSG00000187997
7467,ACESYNGR2,ENSG00000264813ENSG00000108639
7468,TACO1SYNGR2,ENSG00000136463ENSG00000108639
7470,RP11-51F16.9SYNGR2,ENSG00000270587ENSG00000108639
7471,AC138744.2SYNGR2,ENSG00000256826ENSG00000108639
7472,POLG2SYNGR2,ENSG00000256525ENSG00000108639
7473,POLG2C17orf99,ENSG00000256525ENSG00000187997
7474,POLG2TK1,ENSG00000256525ENSG00000167900
7475,POLG2AFMID,ENSG00000256525ENSG00000183077
7479,C17orf58TK1,ENSG00000186665ENSG00000167900
7480,C17orf58AFMID,ENSG00000186665ENSG00000183077
7482,RP11-855A2.5TK1,ENSG00000266176ENSG00000167900
7487,AMZ2TK1,ENSG00000196704ENSG00000167900
7488,AMZ2AFMID,ENSG00000196704ENSG00000183077
7493,AMZ2BIRC5,ENSG00000196704ENSG00000089685
7498,AMZ2RP11-219G17.6,ENSG00000196704ENSG00000267624
7505,PRKAR1AAC087645.1,ENSG00000108946ENSG00000268310
7506,PRKAR1ARN7SL454P,ENSG00000108946ENSG00000243426
7507,PRKAR1ACYTH1,ENSG00000108946ENSG00000108669
7512,AC079210.1CYTH1,ENSG00000269657ENSG00000108669
7513,ABCA10CYTH1,ENSG00000154263ENSG00000108669
7519,ABCA5CYTH1,ENSG00000154265ENSG00000108669
7524,ABCA5ENPP7,ENSG00000154265ENSG00000182156
7525,SOX9ENPP7,ENSG00000125398ENSG00000182156
7526,SOX9-AS1EIF4A3,ENSG00000234899ENSG00000141543
7529,SOX9-AS1CTD-2561B21.3,ENSG00000234899ENSG00000262662
7531,SOX9CTD-2561B21.3,ENSG00000125398ENSG00000262662
7533,SOX9-AS1CTD-2561B21.5,ENSG00000234899ENSG00000261924
7534,SOX9-AS1AC127496.1,ENSG00000234899ENSG00000175911
7535,SOX9-AS1C17orf89,ENSG00000234899ENSG00000224877
7537,SOX9C17orf89,ENSG00000125398ENSG00000224877
7539,SOX9-AS1RP11-1055B8.3,ENSG00000234899ENSG00000262223
7543,SLC39A11RP11-1055B8.3,ENSG00000133195ENSG00000262223
7544,SLC39A11RP11-1055B8.2,ENSG00000133195ENSG00000263154
7546,SLC39A11RP13-1032I1.7,ENSG00000133195ENSG00000262049
7547,SLC39A11FAM195B,ENSG00000133195ENSG00000225663
7548,SLC39A11AC174470.1,ENSG00000133195ENSG00000215621
7553,COG1FAM195B,ENSG00000166685ENSG00000225663
7555,RP11-143K11.5FAM195B,ENSG00000264860ENSG00000225663
7559,COG1RP11-498C9.13,ENSG00000166685ENSG00000263585
7560,COG1GPS1,ENSG00000166685ENSG00000169727
7561,COG1RFNG,ENSG00000166685ENSG00000169733
7565,TTYH2GPS1,ENSG00000141540ENSG00000169727
7566,TTYH2RFNG,ENSG00000141540ENSG00000169733
7573,CTD-2514K5.4GPS1,ENSG00000264272ENSG00000169727
7574,GPRC5CGPS1,ENSG00000170412ENSG00000169727
7577,GPRC5CRFNG,ENSG00000170412ENSG00000169733
7585,RAB37GPS1,ENSG00000172794ENSG00000169727
7586,RAB37RFNG,ENSG00000172794ENSG00000169733
7600,MIR3615GPS1,ENSG00000264624ENSG00000169727
7601,MIR3615GPS1,ENSG00000266036ENSG00000169727
7602,FDXRRFNG,ENSG00000161513ENSG00000169733
7603,FDXRGPS1,ENSG00000161513ENSG00000169727
7622,USH1GGPS1,ENSG00000182040ENSG00000169727
7624,RP11-649A18.12RFNG,ENSG00000263843ENSG00000169733
7625,RP11-649A18.12GPS1,ENSG00000263843ENSG00000169727
7626,GRB2GPS1,ENSG00000177885ENSG00000169727
7630,GRB2RFNG,ENSG00000177885ENSG00000169733
7632,AC011933.1RFNG,ENSG00000257073ENSG00000169733
7634,GRB2RP11-1376P16.2,ENSG00000177885ENSG00000265678
7635,GRB2AC132872.2,ENSG00000177885ENSG00000268852
7636,TSEN54Y_RNA,ENSG00000182173ENSG00000201239
7637,TSEN54NARF,ENSG00000182173ENSG00000141562
7644,SAP30BPNARF,ENSG00000161526ENSG00000141562
7647,SAP30BPRP13-20L14.6,ENSG00000161526ENSG00000265458
7664,UBALD2NARF,ENSG00000185262ENSG00000141562
